A	'ə	 ə 
indescriptible	i n d ə s k ɾ i p t 'i b b l ə	 i n d ə s k ɾ 'i p t 'i b b l ə 
inconscientment	i ŋ k u n s i ə m m 'e n	 i ŋ k u n s i 'e n ə m 'e n 
incerts	i n s 'ɛ r s	 i n s 'ɛ r t s 
import	i m p 'ɔ r t	 i m p 'o r t 
imperfecte	i m p ə r f 'e k t ə	 i m p ə r f 'ɛ k t ə 
igualar	i ɣ w ə l 'a	 i ɣ u ə l 'a 
ignoren	i g n 'o ɾ ə n	 i g n 'ɔ ɾ ə n 
idoni	i ð 'ɔ n i	 i ð 'o n i 
hòstia	'ɔ s t i ə	 u s t i ə 
híbrid	'i β ɾ i t	 ə β ɾ i ð 
hàbit	'a β i t	 ə β i t 
horts	'ɔ r s	 i 'o t s 
hora	'ɔ ɾ ə	 i 'o ɾ ə 
honor	u n 'o r	 u u n 'o 
hola	'ɔ l ə	 i 'ɔ l ə 
himnes	'i m n ə s	 u 'i m n ə s 
haguessis	ə ɣ 'e s i s	 ə ɣ 'ɛ s i s 
haguessin	ə ɣ 'e s i n	 ə ɣ 'ɛ s i n 
hagis	'a ʒ i s	 i 'a ʒ i s 
guspires	g u s p 'i ɾ ə s	 g s p 'i ɾ ə s 
guspira	g u s p 'i ɾ ə	 g s p 'i ɾ ə 
guinguetes	g i ŋ g 'ɛ t ə s	 g i ŋ g u 'ɛ t ə s 
guinda	g 'i n d ə	 g u 'i n d ə 
guanyant-me	g w ə ɲ 'a m m ə	 g w ə ɲ 'a n d m ə 
groguenc	g ɾ u ɣ 'ɛ ŋ	 g ɾ u ɣ u 'ɛ n s 
greixos	g ɾ 'e ʃ u s	 g ɾ 'ɛ ʃ u s 
gossera	g u s 'e ɾ ə	 g 'o s 'e ɾ ə 
golfo	g 'o l f u	 g 'ɔ l f u 
gestos	ʒ 'e s t u s	 ʒ 'ɛ s t u s 
gesta	ʒ 'e s t ə	 ʒ 'ɛ s t ə 
generen	ʒ ə n 'e ɾ ə n	 ʒ ə n 'ɛ ɾ ə n 
gemecs	ʒ ə m 'e k s	 ʒ ə m 'ɛ k s 
gemec	ʒ ə m 'e k	 ʒ ə m 'ɛ k 
gairell	g ə j ɾ 'e ʎ	 g ə i ɾ 'e ʎ 
férem	f 'e ɾ ə m	 f 'e ɾ 'ɛ m 
fuig	f 'u t ʃ	 f 'u ʃ 
freqüentment	f ɾ ə k w ə m m 'e n	 f ɾ ə k w 'e n ə m 'e n 
frens	f ɾ 'ɛ n s	 f ɾ 'e n s 
frankfurt	f ɾ ə ŋ k f 'u r t	 f ɾ ə n ə f 'u r t 
fots	f 'o t s	 f 'ɔ t s 
fotre-li	f 'o t ɾ ə l i	 f u t ɾ 'ɛ l i 
fot	f 'o t	 f 'ɔ t 
formi	f 'o r m i	 f 'ɔ r m i 
forestal	f u ɾ ə s t 'a l	 f 'o ɾ ə s t 'a l 
forasters	f u ɾ ə s t 'e s	 f 'o ɾ ə s t 'e s 
foques	f 'o k ə s	 f 'ɔ k ə s 
fluïdesa	f l u i ð 'ɛ z ə	 f l u 'i ð 'ɛ z ə 
floringuelles	f l u ɾ i ŋ g 'e ʎ ə s	 f l u ɾ i ŋ g u 'e ʎ ə s 
fletxes	f l 'e t ʃ ə s	 f l 'ɛ t ʃ ə s 
fletxa	f l 'e t ʃ ə	 f l 'ɛ t ʃ ə 
flamencs	f l ə m 'ɛ ŋ s	 f l ə m 'ɛ ŋ k s 
flamenc	f l ə m 'ɛ ŋ	 f l ə m 'ɛ n s 
fixi's	f 'i k s i s	 f i k s 'i s 
fiquessin	f i k 'e s i n	 f i k 'ɛ s i n 
finestra	f i n 'e s t ɾ ə	 f i n 'ɛ s t ɾ ə 
ficar-s'hi	f i k 'a r s i	 f i k 'a s i 
fer-lo	f 'e r l u	 f 'ɛ r l u 
fer-hi	f 'e ɾ i	 f 'ɛ ɾ i 
fent-se	f 'e n s ə	 f 'ɛ n s ə 
fent-lo	f 'e n l u	 f 'ɛ n l u 
fen	f 'e n	 f 'ɛ n 
feldspat	f ə l t s p 'a t	 f 'ɛ l s p 'a t 
feixos	f 'e ʃ u s	 f 'ɛ ʃ u s 
favor	f ə β 'o r	 f ə β 'o 
familiar	f ə m i l i 'a r	 f ə m i l i 'a 
faldiller	f ə l d i ʎ 'e	 f ə l d 'i ʎ 'e 
exàmens	ə g z 'a m ə n s	 ə k s 'a m ə n s 
extret	ə k s t ɾ 'e t	 ə k s t ɾ 'ɛ t 
extrems	ə k s t ɾ 'e m s	 ə k s t ɾ 'ɛ m s 
exteriors	ə k s t ə ɾ i 'o r s	 ə k s t ə ɾ i 'o s 
extens	ə k s t 'ɛ n s	 ə k s t 'e n s 
expliquessin	ə k s p l i k 'e s i n	 ə k s p l i k 'ɛ s i n 
explicant-me	ə k s p l i k 'a m m ə	 ə k s p l i k 'a n d m ə 
explicant-los	ə k s p l i k 'a n l u s	 ə k s p l i k 'a n l 'ɔ s 
experts	ə k s p 'ɛ r s	 ə k s p 'ɛ r t s 
exjugador	ə g ʒ u ɣ ə ð 'o	 ə k s ʒ u ɣ ə ð 'o 
exigent	ə g z i ʒ 'e n	 ə k s i ʒ 'e n 
exerceix	ə g z ə r s 'ɛ ʃ	 ə g z ə r k 'e ʃ 
exemples	ə g z 'e m p l ə s	 ə k s 'ɛ m p l ə s 
exemplar	ə g z ə m p l 'a r	 ə g z ə m p l 'a 
executa	ə g z ə k 'u t ə	 ə k s ə k 'u t ə 
examinar-les	ə g z ə m i n 'a r l ə s	 ə k s ə m i n 'a r l ə s 
evolucioni	ə β u l u s i 'ɔ n i	 ə β u l u s i 'o n i 
estómac	ə s t 'o m ə k	 ə s t 'o m 'a k 
estudiïn	ə s t u ð 'i i n	 ə s t u ð 'i 'i n 
estrenyent-me	ə s t ɾ ə ɲ 'e m m ə	 ə s t ɾ ə ɲ 'ɛ n d m ə 
estiueja	ə s t i w 'ɛ ʒ ə	 ə s t i u 'ɛ ʒ ə 
establint-se	ə s t ə b b l 'i n s ə	 ə s t 'a b b l 'i n s ə 
establiment	ə s t ə b b l i m 'e n	 ə s t 'a b b l i m 'e n 
establerts	ə s t ə b b l 'ɛ r s	 ə s t 'a b b l 'ɛ r t s 
esport	ə s p 'ɔ r t	 ə s p 'o r t 
esplèndid	ə s p l 'ɛ n d i t	 ə s p l 'ɛ n d i ð 
espessa	ə s p 'ɛ s ə	 ə s p 'e s ə 
espero	ə s p 'e ɾ u	 ə s p 'ɛ ɾ u 
esperessis	ə s p ə ɾ 'e s i s	 ə s p ə ɾ 'ɛ s i s 
esperessin	ə s p ə ɾ 'e s i n	 ə s p ə ɾ 'ɛ s i n 
esperant-los	ə s p ə ɾ 'a n l u s	 ə s p ə ɾ 'a n l 'ɔ s 
esmunyir-se	ə z m u ɲ 'i r s ə	 ə z m u ɲ 'i s ə 
esmicola	ə z m i k 'o l ə	 ə z m i k 'ɔ l ə 
esment	ə z m 'e n	 'e z m 'e n 
esgrogueït	ə z ɣ ɾ u ɣ ə 'i t	 ə z ɣ ɾ u ɣ u 'e 'i t 
esgrogueint-se	ə z ɣ ɾ u ɣ ə 'i n s ə	 ə z ɣ ɾ u ɣ u 'ɛ 'i n s ə 
esglai	ə z ɣ l 'a j	 ə z ə l 'a i 
esfinx	ə s f 'i n ʃ	 ə s f 'i n 
esdeveniment	ə z ð ə β ə n i m 'e n	 ə z ð ə β 'ɛ n i m 'e n 
escultures	ə s k u l t 'u ɾ ə s	 ə s k 'u l t 'u ɾ ə s 
escombra	ə s k 'o m b ɾ ə	 ə s k 'ɔ m b ɾ ə 
escolto	ə s k 'o l t u	 ə s k 'ɔ l t u 
escolti'm	ə s k 'o l t i m	 ə s k u l t 'i m 
escolti	ə s k 'o l t i	 ə s k 'ɔ l t i 
escoltes	ə s k 'o l t ə s	 ə s k 'ɔ l t ə s 
escalfament	ə s k ə l f ə m 'e n	 ə s k 'a l f ə m 'e n 
escaigui	ə s k 'a j ɣ i	 ə s k 'a i ɣ i 
esbiaixada	ə z β i ə ʃ 'a ð ə	 ə z β i 'a ʃ 'a ð ə 
enviïn	ə m b 'i i n	 ə m b 'i 'i n 
enviaments	ə m b i ə m 'e n s	 ə m b 'i ə m 'e n s 
envers	ə m b 'ɛ r s	 ə m b 'e s 
enuig	ə n 'u t ʃ	 ə n 'u ʃ 
entretinguda	ə n t ɾ ə t i ŋ g 'u ð ə	 ə n t ɾ ə t 'i ŋ g 'u ð ə 
entretenir-se	ə n t ɾ ə t ə n 'i r s ə	 ə n t ɾ ə t ə n 'i s ə 
entremaliadures	ə n t ɾ ə m ə l i ə ð 'u ɾ ə s	 ə n t ɾ ə m ə l 'i ə ð 'u ɾ ə s 
enter	ə n t 'e r	 ə n t 'e 
entendre'n	ə n t 'e n d ɾ ə n	 ə n t ə n d ɾ 'ɛ n 
ensenyament	ə n s ə ɲ ə m 'e n	 ə n s 'ɛ ɲ ə m 'e n 
enlairar-se	ə n l ə j ɾ 'a r s ə	 ə n l ə i ɾ 'a s ə 
engego	ə n ʒ 'e ɣ u	 ə n ʒ 'ɛ ɣ u 
engega	ə n ʒ 'e ɣ ə	 ə n ʒ 'ɛ ɣ ə 
enemistar-se	ə n ə m i s t 'a r s ə	 ə n 'ɛ m i s t 'a r s ə 
endreço	ə n d ɾ 'e s u	 ə n d ɾ 'ɛ s u 
enclavament	ə ŋ k l ə β ə m 'e n	 ə ŋ k l 'a β ə m 'e n 
empentes	ə m p 'ɛ n t ə s	 ə m p 'e n t ə s 
empenta	ə m p 'ɛ n t ə	 ə m p 'e n t ə 
emborratxant-me	ə m b u r ə t ʃ 'a m m ə	 ə m b u r 'a t ʃ 'a n d m ə 
embassament	ə m b ə s ə m 'e n	 ə m b 'a s ə m 'e n 
elèctrica	ə l 'ɛ k t ɾ i k ə	 ə l 'ɛ k t ɾ 'i k ə 
elabori	ə l ə β 'o ɾ i	 ə l ə β 'ɔ ɾ i 
eixos	'e ʃ u s	 'ɛ ʃ u s 
eivissencs	ə j β i s 'ɛ ŋ s	 ə j β i s 'ɛ ŋ k s 
dèficits	d 'ɛ f i s i t s	 d 'ɛ f i s 'i t s 
duo	d 'u o	 d 'u u 
dorm	d 'ɔ r m	 d 'o r m 
doni'm	d 'o n i m	 d u n 'i m 
donessin	d u n 'e s i n	 d u n 'ɛ s i n 
donant-nos	d u n 'a n n u s	 d u n 'a n d n u s 
donant-los	d u n 'a n l u s	 d u n 'a n l 'ɔ s 
doctoral	d u k t u ɾ 'a l	 d 'ɔ k t u ɾ 'a l 
docent	d u s 'e n	 d u k 'e n 
dobla	d 'o b b l ə	 d 'ɔ b b l ə 
divuitè	d i β u j t 'ɛ	 d i β u 'i t 'ɛ 
divuitena	d i β u j t 'ɛ n ə	 d i β u i t 'ɛ n ə 
dividir-se	d i β i ð 'i r s ə	 d i β i ð 'i s ə 
dissoldre's	d i s 'ɔ l d ɾ ə s	 d i s u l d ɾ 'ɛ s 
disruptor	d i z r u p t 'o	 d i s u p t 'o 
disposo	d i s p 'o z u	 d i s p 'ɔ z u 
disgustos	d i z ɣ 'u s t u s	 d 'i z ɣ 'u s t u s 
disgust	d i z ɣ 'u s t	 d 'i z ɣ 'u s t 
disfressa	d i s f ɾ 'ɛ s ə	 d i s f ɾ 'e s ə 
discretes	d i s k ɾ 'e t ə s	 d i s k ɾ 'ɛ t ə s 
discrepo	d i s k ɾ 'e p u	 d i s k ɾ 'ɛ p u 
discrepi	d i s k ɾ 'e p i	 d i s k ɾ 'ɛ p i 
dirigeixi's	d i ɾ i ʒ 'ɛ ʃ i s	 d i ɾ i ʒ ə ʃ 'i s 
digueren	d i ɣ 'e ɾ ə n	 d i ɣ u 'ɛ ɾ ə n 
difereix	d i f ə ɾ 'ɛ ʃ	 d i f ə ɾ 'e ʃ 
dient-se	d i 'e n s ə	 d i 'ɛ n s ə 
dibuixant-me	d i β u ʃ 'a m m ə	 d i β u ʃ 'a n d m ə 
diagnòstics	d i ə g n 'ɔ s t i k s	 d i 'a g n 'ɔ s t i k s 
detinguts	d ə t i ŋ g 'u t s	 d ə t 'i ŋ g 'u t s 
detesto	d ə t 'e s t u	 d ə t 'ɛ s t u 
deteniment	d ə t ə n i m 'e n	 d ə t 'ɛ n i m 'e n 
detecta	d ə t 'e k t ə	 d ə t 'ɛ k t ə 
desviament	d ə z β i ə m 'e n	 d ə z β 'i ə m 'e n 
destrueix	d ə s t ɾ u 'ɛ ʃ	 d ə s t ɾ u 'e ʃ 
destorb	d ə s t 'o r p	 d ə s t 'o r 
desmantellament	d ə z m ə n t ə ʎ ə m 'e n	 d ə z m ə n t 'ɛ ʎ ə m 'e n 
desinteressats	d ə z i n t ə ɾ ə s 'a t s	 d ə z 'i n t ə ɾ ə s 'a t s 
desigs	d ə z 'i t ʃ s	 d ə z 'i g s 
desfer-li	d ə s f 'e r l i	 d ə s f 'ɛ r l i 
desesper	d ə z ə s p 'e r	 d ə z ə s p 'e 
desemboca	d ə z ə m b 'o k ə	 d ə z ə m b 'ɔ k ə 
desapareixeria	d ə z ə p ə ɾ ə ʃ ə ɾ 'i ə	 d ə z ə p ə ɾ 'ɛ ʃ ə ɾ 'i ə 
desamor	d ə z ə m 'o r	 d ə z ə m 'o 
desacord	d ə z ə k 'ɔ r t	 d ə z ə k 'o r t 
demanar-nos-ho	d ə m ə n 'a r n u z u	 d ə m ə n ə r n 'ɔ z u 
deltaic	d ə l t 'a j k	 d ə l t 'a i k 
delinqüents	d ə l i ŋ k w 'e n s	 d ə l i n ə w 'e n s 
deixis	d 'e ʃ i s	 d 'ɛ ʃ i s 
deixi'm	d 'e ʃ i m	 d ə ʃ 'i m 
deixessin	d ə ʃ 'e s i n	 d ə ʃ 'ɛ s i n 
deixes	d 'e ʃ ə s	 d 'ɛ ʃ ə s 
deixant-me	d ə ʃ 'a m m ə	 d ə ʃ 'a n d m ə 
deixa't	d 'e ʃ ə t	 d ə ʃ 'a t 
deixa'm	d 'e ʃ ə m	 d ə ʃ 'a m 
defineix	d ə f i n 'ɛ ʃ	 d ə f i n 'e ʃ 
deessa	d ə 'ɛ s ə	 d 'e 'e s ə 
decrets	d ə k ɾ 'e t s	 d ə k ɾ 'ɛ t s 
decreixement	d ə k ɾ ə ʃ ə m 'e n	 d ə k ɾ 'ɛ ʃ ə m 'e n 
decidir-se	d ə s i ð 'i r s ə	 d ə s i ð 'i s ə 
d'intèrpret	d i n t 'ɛ r p ɾ ə t	 d i n t 'ɛ r p ɾ 'ɛ t 
d'exotisme	d ə g z u t 'i z m ə	 d ə k s u t 'i z m ə 
d'esplai	d ə s p l 'a j	 d ə s p l 'a i 
d'espais	d ə s p 'a j s	 d ə s p 'a i s 
d'espagueti	d ə s p ə ɣ 'ɛ t i	 d ə s p ə ɣ u 'ɛ t i 
d'enginyeria	d ə n ʒ i ɲ ə ɾ 'i ə	 d ə n ʒ 'i ɲ ə ɾ 'i ə 
d'eines	d 'ɛ j n ə s	 d 'ɛ i n ə s 
d'artilleria	d ə r t i ʎ ə ɾ 'i ə	 d ə r t 'i ʎ ə ɾ 'i ə 
d'apropar-s'hi	d ə p ɾ u p 'a r s i	 d ə p ɾ u p 'a s i 
d'aparells	d ə p ə ɾ 'ɛ ʎ s	 d ə p ə ɾ 'e ʎ s 
d'aparell	d ə p ə ɾ 'ɛ ʎ	 d ə p ə ɾ 'e ʎ 
d'angúnia	d ə ŋ g 'u n i ə	 d 'a ŋ g 'u n i ə 
d'amigdalitis	d ə m i g d ə l 'i t i s	 d ə m 'i g d ə l 'i t i s 
d'afeitar	d ə f ə j t 'a	 d ə f ə i t 'a 
d'adrianenc	d ə ð ɾ i ə n 'ɛ ŋ	 d ə ð ɾ i ə n 'ɛ n s 
d'Enginyeria	d ə n ʒ i ɲ ə ɾ 'i ə	 d ə n ʒ 'i ɲ ə ɾ 'i ə 
d'Agricultura	d ə ɣ ɾ i k u l t 'u ɾ ə	 d ə ɣ ɾ i k 'u l t 'u ɾ ə 
còmplices	k 'ɔ m p l i s ə s	 k 'ɔ m p l 'i s ə s 
cuinés	k u j n 'e s	 k u i n 'e s 
cuinera	k u j n 'e ɾ ə	 k u i n 'e ɾ ə 
cuinar	k u j n 'a	 k u i n 'a 
cuidava	k u j ð 'a β ə	 k u i ð 'a β ə 
cuidant	k u j ð 'a n	 k u i ð 'a n 
cruixeix	k ɾ u ʃ 'ɛ ʃ	 k ɾ u ʃ 'e ʃ 
cromos	k ɾ 'o m u s	 k ɾ 'ɔ m u s 
creïn	k ɾ 'e i n	 k ɾ ə 'i n 
cremes	k ɾ 'e m ə s	 k ɾ 'ɛ m ə s 
cremen	k ɾ 'e m ə n	 k ɾ 'ɛ m ə n 
crema	k ɾ 'e m ə	 k ɾ 'ɛ m ə 
creixerem	k ɾ ə ʃ ə ɾ 'ɛ m	 k ɾ 'ɛ ʃ ə ɾ 'ɛ m 
creessin	k ɾ ə 'e s i n	 k ɾ 'ɛ 'ɛ s i n 
creades	k ɾ e 'a ð ə s	 k ə e 'a ð ə s 
cosinus	k u s 'i n u s	 k u z 'i n u s 
cosa	k 'ɔ z ə	 k 'o z ə 
cos	k 'ɔ s	 k 'o s 
cors	k 'ɔ r s	 k 'o s 
convèncer	k u m b 'ɛ n s ə	 k u m b 'ɛ n s ə r 
convidant-los	k u m b i ð 'a n l u s	 k u m b i ð 'a n l 'ɔ s 
convertir-se	k u m b ə r t 'i r s ə	 k u m b ə r t 'i s ə 
contundent	k u n t u n d 'e n	 k u n t 'u n d 'e n 
continuessin	k u n t i n u 'e s i n	 k u n t i n u 'ɛ s i n 
continguda	k u n t i ŋ g 'u ð ə	 k u n t 'i ŋ g 'u ð ə 
contesto	k u n t 'e s t u	 k u n t 'ɛ s t u 
contenen	k u n t 'e n ə n	 k u n t 'ɛ n ə n 
construeix	k u n s t ɾ u 'ɛ ʃ	 k u n s t ɾ u 'e ʃ 
consta	k 'o n s t ə	 k 'ɔ n s t ə 
consisteix	k u n s i s t 'ɛ ʃ	 k u n s i s t 'e ʃ 
considero	k u n s i ð 'e ɾ u	 k u n s i ð 'ɛ ɾ u 
conques	k 'o ŋ k ə s	 k 'ɔ ŋ k ə s 
connecta	k u n n 'e k t ə	 k u n n 'ɛ k t ə 
coneixerem	k u n ə ʃ ə ɾ 'ɛ m	 k u n 'ɛ ʃ ə ɾ 'ɛ m 
coneixedors	k u n ə ʃ ə ð 'o s	 k u n 'ɛ ʃ ə ð 'o s 
condemna	k u n d 'e m n ə	 k u n d 'ɛ m n ə 
concursos	k u ŋ k 'u r s u s	 k 'o ŋ k 'u r s u s 
comptem	k u m t 'ɛ m	 k u m p t 'ɛ m 
compliment	k u m p l i m 'e n	 k 'ɔ m p l i m 'e n 
completa-la	k u m p l 'ɛ t ə l ə	 k u m p l ə t 'a l ə 
complaença	k u m p l ə 'ɛ n s ə	 k u m p l 'a 'ɛ n s ə 
comparsero	k u m p ə r s 'e ɾ u	 k u m p ə r s 'ɛ ɾ u 
coloraines	k u l u ɾ 'a j n ə s	 k u l u ɾ 'a i n ə s 
coixa	k 'o ʃ ə	 k 'ɔ ʃ ə 
coincideix	k u i n s i ð 'ɛ ʃ	 k u i n s i ð 'e ʃ 
coherents	k u ə ɾ 'e n s	 k u β ə ɾ 'e n s 
cofoi	k u f 'ɔ j	 k u f 'o i 
coco	k 'o k u	 k 'ɔ k u 
clor	k l 'ɔ r	 k l 'o 
circuli	s i r k 'u l i	 s 'i r k 'u l i 
cerquem	s ə r k 'ɛ m	 s 'ɛ r k 'ɛ m 
cercles	s 'e r k l ə s	 s 'ɛ r k l ə s 
centígrads	s ə n t 'i ɣ ɾ ə t s	 s ə n t 'i ɣ ɾ 'a ð s 
centelleig	s ə n t ə ʎ 'ɛ t ʃ	 s ə n t ə ʎ 'ɛ ʃ 
celebren	s ə l 'e β ɾ ə n	 s ə l 'ɛ β ɾ ə n 
cec	s 'e k	 s 'ɛ k 
catastrofista	k ə t ə s t ɾ u f 'i s t ə	 k 'a t ə s t ɾ u f 'i s t ə 
caràcters	k ə ɾ 'a k t ə r s	 k ə ɾ 'a k t 'e s 
cards	k 'a r s	 k 'a r t s 
carai	k ə ɾ 'a j	 k ə ɾ 'a i 
car	k 'a r	 k 'a 
capvespre	k ə b b 'e s p ɾ ə	 k ə p b 'ɛ s p ɾ ə 
capgirat	k ə b ʒ i ɾ 'a t	 k ə p ʒ i ɾ 'a t 
capbussar	k ə b b u s 'a	 k ə p b u s 'a 
cantimplora	k ə n t i m p l 'ɔ ɾ ə	 k ə n t i m p l 'o ɾ ə 
cansament	k ə n s ə m 'e n	 k 'a n s ə m 'e n 
cangur	k ə ŋ g 'u r	 k 'a ŋ g 'u 
caigudes	k ə j ɣ 'u ð ə s	 k 'a j ɣ 'u ð ə s 
búnquers	b 'u ŋ k ə r s	 b 'u ŋ k 'ɛ r s 
buldòzer	b u l d 'ɔ z ə	 b u l d 'ɔ z ə r 
buidor	b u j ð 'o	 b u i ð 'o 
buidar-la	b u j ð 'a r l ə	 b u i ð 'a r l ə 
brots	b ɾ 'o t s	 b ɾ 'ɔ t s 
brollen	b ɾ 'o ʎ ə n	 b ɾ 'ɔ ʎ ə n 
botes	b 'o t ə s	 b 'ɔ t ə s 
bot	b 'o t	 b 'ɔ t 
bons	b 'ɔ n s	 b 'o n s 
bombolles	b u m b 'o ʎ ə s	 b u m b 'ɔ ʎ ə s 
bolquen	b 'o l k ə n	 b 'ɔ l k ə n 
boirum	b u j ɾ 'u m	 b 'ɔ j ɾ 'u m 
boirina	b u j ɾ 'i n ə	 b u i ɾ 'i n ə 
bo	b 'ɔ	 b 'o 
bloquejada	b l u k ə ʒ 'a ð ə	 b l 'ɔ k ə ʒ 'a ð ə 
bilingüisme	b i l i ŋ g w 'i z m ə	 b i l 'i ŋ g w 'i z m ə 
besalú	b ə z ə l 'u	 b ə z 'a l 'u 
bes	b 'e s	 b 'ɛ s 
beneeix	b ə n ə 'ɛ ʃ	 b ə n ə 'e ʃ 
batxillerat	b ə t ʃ i ʎ ə ɾ 'a t	 b ə t ʃ 'i ʎ ə ɾ 'a t 
bateig	b ə t 'ɛ t ʃ	 b ə t 'ɛ ʃ 
bastiment	b ə s t i m 'e n	 b 'a s t i m 'e n 
basament	b ə z ə m 'e n	 b 'a z ə m 'e n 
barranquisme	b ə r ə ŋ k 'i z m ə	 b ə r 'a ŋ k 'i z m ə 
bable	b 'a β l ə	 b 'a b b l ə 
aïllat	ə i ʎ 'a t	 ə 'i ʎ 'a t 
aïllada	ə i ʎ 'a ð ə	 ə 'i ʎ 'a ð ə 
atribuir-ho	ə t ɾ i β u 'i ɾ u	 ə t ɾ i β 'u j ɾ u 
astigmatisme	ə s t i g m ə t 'i z m ə	 ə s t 'i g m ə t 'i z m ə 
assisteix	ə s i s t 'ɛ ʃ	 ə s i s t 'e ʃ 
assaigs	ə s 'a t ʃ s	 ə s 'a 'i ə s 
assaborint-ne	ə s ə β u ɾ 'i n n ə	 ə s ə β u ɾ 'i n d n ə 
asimètrica	ə s i m 'ɛ t ɾ i k ə	 ə z i m 'ɛ t ɾ i k ə 
arribessin	ə r i β 'e s i n	 ə r i β 'ɛ s i n 
arreglava	ə r ə g g l 'a β ə	 ə r ə ɣ l 'a β ə 
arreglar-hi	ə r ə g g l 'a ɾ i	 ə r ə ɣ l 'a ɾ i 
arreglar	ə r ə g g l 'a	 ə r ə ɣ l 'a 
arregla	ə r 'e g g l ə	 ə r 'ɛ ɣ l ə 
arrabassar	ə r ə β ə s 'a	 ə r 'a β ə s 'a 
aproven	ə p ɾ 'o β ə n	 ə p ɾ 'ɔ β ə n 
aprofitament	ə p ɾ u f i t ə m 'e n	 ə p ɾ u f 'i t ə m 'e n 
apretar-me-les	ə p ɾ ə t 'a r m ə l ə s	 ə p ɾ ə t ə r m 'ɛ l ə s 
aportessin	ə p u r t 'e s i n	 ə p u r t 'ɛ s i n 
apartament	ə p ə r t ə m 'e n	 ə p 'a r t ə m 'e n 
aparegueren	ə p ə ɾ ə ɣ 'e ɾ ə n	 ə p ə ɾ ə ɣ u 'ɛ ɾ ə n 
anècdota	ə n 'ɛ g d u t ə	 ə n 'ɛ g d 'ɔ t ə 
anguiles	ə ŋ g 'i l ə s	 ə ŋ g u 'i l ə s 
angoixa	ə ŋ g 'o ʃ ə	 ə ŋ g 'ɔ ʃ ə 
anglosaxons	ə ŋ g l u s ə k s 'o n s	 ə ŋ g l 'o z ə k s 'o n s 
anessin	ə n 'e s i n	 ə n 'ɛ s i n 
anar-se-la	ə n 'a r s ə l ə	 ə n ə r s 'ɛ l ə 
anar-se'n	ə n 'a r s ə n	 ə n ə r s 'ɛ n 
amuntegaven	ə m u n t ə ɣ 'a β ə n	 ə m 'u n t ə ɣ 'a β ə n 
amigdalitis	ə m i g d ə l 'i t i s	 ə m 'i g d ə l 'i t i s 
ambigüitats	ə m b i ɣ w i t 'a t s	 ə m b i ɣ i t 'a t s 
ambdós	ə m d 'o s	 ə m b d 'o s 
ambdues	ə m d 'u ə s	 ə m b d 'u ə s 
alteren	ə l t 'e ɾ ə n	 ə l t 'ɛ ɾ ə n 
allotjar-se	ə ʎ u d ʒ 'a r s ə	 ə ʎ u d ʒ 'a s ə 
alliberament	ə ʎ i β ə ɾ ə m 'e n	 ə ʎ i β 'ɛ ɾ ə m 'e n 
alletin	ə ʎ 'e t i n	 ə ʎ 'ɛ t i n 
algebraic	ə l ʒ ə β ɾ 'a j k	 ə l ʒ ə β ɾ 'a i k 
alegre	ə l 'e ɣ ɾ ə	 ə l 'ɛ ɣ ɾ ə 
aixeco	ə ʃ 'e k u	 ə ʃ 'ɛ k u 
aixeca	ə ʃ 'e k ə	 ə ʃ 'ɛ k ə 
aiguamolls	ə j ɣ w ə m 'ɔ ʎ s	 ə j ɣ u ə m 'o ʎ s 
aigualida	ə j ɣ w ə l 'i ð ə	 ə j ɣ u ə l 'i ð ə 
aiguaforts	ə j ɣ w ə f 'ɔ r s	 ə j ɣ w ə f 'o r t s 
aguaitar	ə ɣ w ə j t 'a	 ə ɣ w ə i t 'a 
agrupa'ls	ə ɣ ɾ 'u p ə l s	 ə ɣ ɾ u p 'a l s 
agrair-li	ə ɣ ɾ ə 'i r l i	 ə ɣ ɾ 'a i r l i 
agraeix	ə ɣ ɾ ə 'ɛ ʃ	 ə ɣ ɾ ə 'e ʃ 
agafessin	ə ɣ ə f 'e s i n	 ə ɣ ə f 'ɛ s i n 
afruitat	ə f ɾ u j t 'a t	 ə f ɾ u i t 'a t 
afecten	ə f 'e k t ə n	 ə f 'ɛ k t ə n 
afecte	ə f 'e k t ə	 ə f 'ɛ k t ə 
afavoreix	ə f ə β u ɾ 'ɛ ʃ	 ə f ə β u ɾ 'e ʃ 
aeròdroms	ə e ɾ 'ɔ ð ɾ u m s	 ə ə ɾ 'ɔ ð ɾ u m s 
adorns	ə ð 'o r n s	 ə ð 'o n s 
adornen	ə ð 'o r n ə n	 ə ð 'ɔ r n ə n 
adequar	ə ð ə k w 'a	 ə ð ə k 'a 
adequades	ə ð ə k w 'a ð ə s	 ə ð ə k 'a ð ə s 
adequa	ə ð 'e k w ə	 ə ð 'ɛ k w ə 
acords	ə k 'ɔ r s	 ə k 'o r t s 
aconsellen	ə k u n s 'e ʎ ə n	 ə k u n s 'ɛ ʎ ə n 
aconseguir-la	ə k u n s ə ɣ 'i r l ə	 ə k u n s ə ɣ u 'i r l ə 
aconseguint	ə k u n s ə ɣ 'i n	 ə k u n s ə ɣ u 'i n 
acompleix	ə k u m p l 'ɛ ʃ	 ə k u m p l 'e ʃ 
acomodament	ə k u m u ð ə m 'e n	 ə k u m 'ɔ ð ə m 'e n 
